"","X","budget","id","original_language","popularity","release_date","revenue","title","vote_average","vote_count","genre","production","country","principal_actor","secondary_actor"
"3065",3065,1e+07,7942,"en",14.905357,"2007-09-06",3.3e+07,"Run, Fatboy, Run",6.2,238,"Romance","Material Entertainment","United Kingdom","Simon Pegg","Thandie Newton"
"3066",3066,1e+07,73247,"en",0.518056,"1981-12-18",2154696,"Heartbeeps",3.8,6,"Romance","Universal Pictures","United States of America","Andy Kaufman","Bernadette Peters"
"3067",3067,9e+06,253331,"en",12.172131,"2014-09-06",21571189,"Black or White",6.5,115,"Drama","Treehouse Pictures","United States of America","Kevin Costner","Jillian Estell"
"3068",3068,0,34043,"en",3.084874,"2001-10-26",0,"On the Line",4.1,10,"Romance","Tapestry Films","United States of America","Lance Bass","Joey Fatone"
"3069",3069,1e+07,9952,"en",17.078656,"2006-09-09",7177143,"Rescue Dawn",6.9,336,"War","Metro-Goldwyn-Mayer (MGM)","United States of America","Christian Bale","Steve Zahn"
"3070",3070,1e+07,256924,"en",16.318608,"2015-03-19",10835752,"Danny Collins",6.6,183,"Music","ShivHans Pictures","United States of America","Al Pacino","Annette Bening"
"3071",3071,1e+07,82532,"en",10.409155,"2011-09-13",4417580,"Jeff, Who Lives at Home",6.1,217,"Drama","Indian Paintbrush","United States of America","Jason Segel","Ed Helms"
"3072",3072,0,41110,"it",5.355763,"2009-09-05",0,"I Am Love",6.9,73,"Romance","Rai Cinema","Italy","Tilda Swinton","Flavio Parenti"
"3073",3073,0,134371,"en",4.725357,"2012-10-12",0,"Atlas Shrugged Part II",5.4,41,"Science Fiction","Cinema Vehicle Services","United States of America","Samantha Mathis","Jason Beghe"
"3074",3074,11500000,2088,"en",4.850402,"1993-09-13",3275585,"Romeo Is Bleeding",5.7,36,"Thriller","Working Title Films","United States of America","Gary Oldman","Lena Olin"
"3075",3075,1e+07,10388,"en",8.902102,"1999-05-15",3193102,"The Limey",6.6,105,"Thriller","Artisan Entertainment","United States of America","Terence Stamp","Lesley Ann Warren"
"3076",3076,6500000,1640,"en",28.223163,"2004-01-13",98410061,"Crash",7.2,1149,"Drama","Yari Film Group","United States of America","Sandra Bullock","Don Cheadle"
"3077",3077,1e+07,25520,"en",3.007816,"2000-09-23",5164404,"The House of Mirth",6.4,25,"Romance","Three Rivers Production","United States of America","Gillian Anderson","Dan Aykroyd"
"3078",3078,0,27342,"en",1.610132,"1987-05-01",0,"Malone",6.8,15,"Thriller","Orion Pictures","United States of America","Burt Reynolds","Cliff Robertson"
"3079",3079,0,13689,"en",8.326131,"2006-03-30",0,"Peaceful Warrior",7.3,90,"Romance","Universal","United States of America","Scott Mechlowicz","Nick Nolte"
"3080",3080,1e+07,67911,"en",3.919057,"2011-09-09",0,"Bucky Larson: Born to Be a Star",4.4,51,"Comedy","Happy Madison Productions","United States of America","Nick Swardson","Christina Ricci"
"3081",3081,0,24664,"en",2.23411,"2000-10-06",0,"Bamboozled",6.3,24,"Drama","New Line Cinema","United States of America","Damon Wayans","Savion Glover"
"3082",3082,1e+07,329440,"en",19.865989,"2016-01-07",40055439,"The Forest",4.8,448,"Thriller","Phantom Four Films","United States of America","Natalie Dormer","Taylor Kinney"
"3083",3083,1.4e+07,47890,"en",0.310513,"1981-02-11",439564,"Sphinx",6,2,"Thriller","S & L Films","United States of America","Lesley-Anne Down","Frank Langella"
"3084",3084,1e+07,252512,"en",19.263477,"2015-04-03",7587485,"While We're Young",5.8,383,"Mystery","Scott Rudin Productions","United States of America","Ben Stiller","Naomi Watts"
"3085",3085,1e+07,55720,"en",4.123533,"2011-06-24",1759252,"A Better Life",7,54,"Drama","Witt/Thomas Productions","United States of America","Demián Bichir","José Julián"
"3086",3086,0,9613,"en",6.948401,"2002-12-13",0,"Spider",6.4,168,"Thriller","T�l�film Canada","United Kingdom","Ralph Fiennes","Miranda Richardson"
"3087",3087,1e+07,29076,"en",3.988432,"2000-02-04",1631839,"Gun Shy",5.4,24,"Thriller","Hollywood Pictures","United States of America","Sandra Bullock","Liam Neeson"
"3088",3088,0,29339,"en",5.099923,"2002-12-27",0,"Nicholas Nickleby",6.8,49,"Family","United Artists Corporation","United States of America","Charlie Hunnam","Nathan Lane"
"3089",3089,2e+07,68812,"en",19.494703,"2012-09-01",1969193,"The Iceman",6.4,365,"Thriller","Millennium Films","United States of America","Michael Shannon","Winona Ryder"
"3090",3090,0,32740,"hi",3.759988,"2006-06-23",0,"Krrish",5.5,46,"Science Fiction",NA,NA,"Hrithik Roshan","Naseeruddin Shah"
"3091",3091,1e+07,14195,"en",4.176066,"2000-05-17",0,"Cecil B. Demented",6.2,51,"Thriller","Polar Entertainment Corporation","United States of America","Melanie Griffith","Stephen Dorff"
"3092",3092,1e+07,73567,"en",16.436178,"2011-09-10",3665069,"Killer Joe",6.5,425,"Thriller","Worldview Entertainment","United States of America","Matthew McConaughey","Emile Hirsch"
"3093",3093,1e+07,41479,"en",14.979375,"2009-09-13",7022728,"The Joneses",6.1,210,"Drama","Premiere Picture","United States of America","David Duchovny","Demi Moore"
"3094",3094,0,15394,"en",8.045488,"2003-05-02",0,"Owning Mahowny",6.8,37,"Thriller","T�l�film Canada","United Kingdom","Philip Seymour Hoffman","Minnie Driver"
"3095",3095,0,10071,"en",8.312153,"2007-09-07",0,"The Brothers Solomon",4.9,46,"Comedy","TriStar Pictures","United States of America","Will Arnett","Will Forte"
"3096",3096,1e+07,1989,"en",10.733761,"2007-05-16",21786738,"My Blueberry Nights",6,190,"Romance","StudioCanal","Hong Kong","Norah Jones","Jude Law"
"3097",3097,0,91076,"en",0.111313,"1998-05-21",0,"Illuminata",6.3,7,"Drama","Sogepaq","United States of America","John Turturro","Christopher Walken"
"3098",3098,1e+07,12779,"en",4.570043,"2002-10-11",598645,"Swept Away",4.8,50,"Romance","SKA Films","United Kingdom","Madonna","Adriano Giannini"
"3099",3099,5e+06,13191,"en",6.265659,"2008-04-28",1296184,"War, Inc.",5.6,86,"Thriller",NA,"Bulgaria","John Cusack","Hilary Duff"
"3100",3100,0,11770,"cn",17.54768,"2001-07-12",42776760,"Shaolin Soccer",6.6,491,"Comedy","Universe Entertainment","Hong Kong","Stephen Chow","Ng Man-Tat"
"3101",3101,1e+07,12703,"en",3.412162,"2004-08-27",0,"The Brown Bunny",5.5,62,"Drama","Wild Bunch","United States of America","Vincent Gallo","Chloë Sevigny"
"3102",3102,0,64559,"fr",0.627964,"1997-10-15",0,"The Swindle",6.4,5,"Thriller","TF1 Films Production","Switzerland","Michel Serrault","Isabelle Huppert"
"3103",3103,0,222649,"en",5.75555,"2014-11-07",0,"Rosewater",6.5,98,"Drama","Odd Lot Entertainment","United States of America","Gael García Bernal","Shohreh Aghdashloo"
"3104",3104,0,115872,"en",1.031142,"1997-10-10",0,"The Chambermaid on the Titanic",5.3,3,"Drama",NA,"Spain","Olivier Martinez","Aitana Sánchez-Gijón"
"3105",3105,7700000,101173,"en",7.554799,"2011-02-14",1072602,"Coriolanus",5.9,131,"Thriller","Synchronistic Pictures","United States of America","Gerard Butler","Ralph Fiennes"
"3106",3106,1e+07,25350,"en",2.85283,"2004-09-14",0,"Imaginary Heroes",6.3,29,"Drama","Signature Pictures","United States of America","Sigourney Weaver","Ryan Donowho"
"3107",3107,0,10034,"en",1.769593,"2001-07-16",0,"High Heels and Low Lifes",6.4,12,"Crime","Touchstone Pictures","United States of America","Minnie Driver","Mary McCormack"
"3108",3108,1e+07,20178,"en",9.805551,"2009-08-20",295750,"World's Greatest Dad",6.5,177,"Romance","Magnolia Pictures","United States of America","Robin Williams","Alexie Gilmore"
"3109",3109,0,5072,"en",12.898984,"2006-05-19",0,"Severance",6.4,169,"Thriller","UK Film Council","United Kingdom","Danny Dyer","Laura Harris"
"3110",3110,1e+07,18191,"en",2.803642,"2005-08-31",0,"Edmond",6,50,"Thriller","First Independent Pictures","United States of America","William H. Macy","Joe Mantegna"
"3111",3111,0,31007,"en",6.085879,"2010-10-29",42145,"Welcome to the Rileys",6.4,139,"Drama","Scott Free Productions","United States of America","Kristen Stewart","James Gandolfini"
"3112",3112,0,11546,"en",11.946898,"1994-06-09",126247,"Police Academy: Mission to Moscow",4.1,178,"Crime","Warner Bros.","United States of America","George Gaynes","G. W. Bailey"
"3113",3113,0,41894,"en",0.397341,"2010-02-01",0,"Blood Done Sign My Name",6,5,"Drama",NA,NA,"Natalie Alyn Lind","Michael Rooker"
"3114",3114,1e+07,184374,"es",0.072085,"2013-05-03",0,"Cinco de Mayo: La Batalla",5.8,14,"War","Gobierno del Estado de Puebla","Mexico","Christian Vazquez","Liz Gallardo"
"3115",3115,1e+07,268171,"en",2.849895,"2014-03-07",0,"Elsa & Fred",6.2,31,"Romance","Riverside Entertainment","United States of America","Shirley MacLaine","Christopher Plummer"
"3116",3116,1e+07,78149,"en",0.666218,"1998-02-20",45779,"An Alan Smithee Film: Burn, Hollywood, Burn",3,9,"Comedy","Hollywood Pictures","United States of America","Jackie Chan","Sylvester Stallone"
"3117",3117,0,24663,"en",1.388136,"2009-02-07",0,"The Open Road",4.8,19,"Romance",NA,NA,"Justin Timberlake","Jeff Bridges"
"3118",3118,3200000,39037,"en",2.631688,"2009-04-25",0,"The Good Guy",5.4,59,"Romance","Whitest Pouring Films","United States of America","Alexis Bledel","Colin Egglesfield"
"3119",3119,0,22805,"en",10.955567,"2009-01-21",0,"Motherhood",4.7,44,"Drama","John Wells Productions","United States of America","Uma Thurman","Minnie Driver"
"3120",3120,0,39055,"en",0.122874,"2008-12-24",140987,"Free Style",5.8,4,"Family","Rigel Entertainment","Canada","Corbin Bleu","Sandra Echeverría"
"3121",3121,1e+07,245846,"en",5.145655,"2015-07-01",17472,"Strangerland",5.1,83,"Thriller","Worldview Entertainment","Australia","Nicole Kidman","Joseph Fiennes"
"3122",3122,1e+07,25186,"en",1.728816,"2009-10-16",9069,"Janky Promoters",7,5,"Comedy","Dimension Films","United States of America","Ice Cube","Mike Epps"
"3123",3123,1e+07,15017,"en",3.064563,"2007-12-21",0,"Blonde Ambition",3.9,29,"Romance",NA,"United States of America","Jessica Simpson","Luke Wilson"
"3124",3124,14100000,12245,"en",9.318033,"2008-01-18",0,"The Oxford Murders",5.7,188,"Thriller","Telecinco Cinema","United Kingdom","Elijah Wood","John Hurt"
"3125",3125,0,49787,"en",7.245108,"2010-05-15",0,"The Reef",5.4,130,"Thriller","Screen NSW","Australia","Adrienne Pickering","Zoe Naylor"
"3126",3126,0,16358,"en",9.085482,"2004-10-15",0,"Eulogy",6.4,34,"Drama","Ovation Entertainment","United States of America","Hank Azaria","Jesse Bradford"
"3127",3127,0,7006,"en",6.814247,"2007-01-05",0,"White Noise 2: The Light",5.6,80,"Thriller","Gold Circle Films","United States of America","Nathan Fillion","Katee Sackhoff"
"3128",3128,1e+07,66767,"en",2.873796,"2011-06-10",0,"Beat the World",4.3,16,"Music","The Harold Greenberg Fund","Canada","Tyrone Brown","Mishael Morgan"
"3129",3129,0,17622,"en",4.481897,"2008-09-10",0,"Fifty Dead Men Walking",6.1,35,"Thriller","T�l�film Canada","United Kingdom","Ben Kingsley","Jim Sturgess"
"3130",3130,0,283671,"en",1.413934,"2014-08-07",0,"Jungle Shuffle",6.5,1,"Family","Wonderworld Studios","South Korea","Drake Bell","Rob Schneider"
"3131",3131,1e+07,18516,"en",2.574014,"2008-08-08",0,"Adam Resurrected",6.4,22,"War","July August Productions","United States of America","Jeff Goldblum","Willem Dafoe"
"3132",3132,10,217708,"is",1.617943,"2013-08-30",11,"Of Horses and Men",6.9,26,"Romance","Leiknar Myndir","Norway","Ingvar Eggert Sigurðsson","Charlotte Bøving"
"3133",3133,0,42057,"en",1.259968,"2010-05-07",0,"It's a Wonderful Afterlife",4.3,9,"Romance","Studio 18","United Kingdom","Shabana Azmi","Goldy Notay"
"3134",3134,1e+07,17577,"en",5.099472,"2009-05-26",0,"The Devil's Tomb",4,53,"Thriller","Ringleader Studios","United States of America","Cuba Gooding Jr.","Ray Winstone"
"3135",3135,0,14608,"en",2.131524,"2007-02-02",0,"Partition",6.4,6,"Romance","Partition Films%2C Inc.","United Kingdom","Kristin Kreuk","Jimi Mistry"
"3136",3136,0,34417,"en",0.304566,"2010-03-09",0,"Good Intentions",5,6,"Comedy","Shadowlight Productions","United States of America","Luke Perry","LeAnn Rimes"
"3137",3137,1e+07,15067,"ko",11.847324,"2008-07-16",0,"The Good, The Bad, The Weird",7.1,193,"Western","Grimm Pictures","South Korea","Song Kang-ho","Lee Byung-hun"
"3138",3138,10,78383,"en",10.013629,"2013-09-28",1e+07,"Nurse 3-D",4.9,119,"Thriller","Lions Gate Entertainments","United States of America","Paz de la Huerta","Katrina Bowden"
"3139",3139,1e+07,43090,"en",3.753703,"2010-04-30",0,"Gunless",6.7,27,"Western","The Harold Greenberg Fund","Canada","Sienna Guillory","Tyler Mane"
"3140",3140,9500000,16614,"en",19.978021,"2009-04-03",17164377,"Adventureland",6.4,737,"Comedy","This Is That Productions","United States of America","Jesse Eisenberg","Kristen Stewart"
"3141",3141,9600000,9700,"en",3.588529,"2005-09-03",4386236,"The Lost City",6,24,"Romance","Lions Gate Films","United States of America","Andy García","Richard Bradford"
"3142",3142,1.1e+07,10471,"en",9.337388,"2000-01-12",59827328,"Next Friday",6.4,135,"Comedy","New Line Cinema","United States of America","Ice Cube","Mike Epps"
"3143",3143,1e+07,250066,"en",11.431434,"2014-09-11",0,"American Heist",4.3,158,"Action","NGN Productions","Luxembourg","Hayden Christensen","Adrien Brody"
"3144",3144,9500000,667,"en",28.675891,"1967-06-12",111584787,"You Only Live Twice",6.5,531,"Thriller","Eon Productions","United Kingdom","Sean Connery","Akiko Wakabayashi"
"3145",3145,10,208869,"en",9.70276,"2014-04-30",0,"Plastic",6.1,86,"Drama","Gateway Films","United Kingdom","Ed Speleers","Will Poulter"
"3146",3146,8900000,86837,"fr",17.151293,"2012-07-01",19839492,"Amour",7.5,400,"Romance","X-Filme Creative Pool","Germany","Emmanuelle Riva","Jean-Louis Trintignant"
"3147",3147,10500000,10306,"en",11.225044,"1988-06-10",14144000,"Poltergeist III",4.5,123,"Thriller","Metro-Goldwyn-Mayer (MGM)","United States of America","Tom Skerritt","Nancy Allen"
"3148",3148,9500000,106845,"en",5.346205,"2015-10-16",0,"Re-Kill",4.9,34,"Science Fiction","Signature Pictures","United States of America","Roger Cross","Scott Adkins"
"3149",3149,9400000,11576,"en",14.562991,"1963-11-07",6e+07,"It's a Mad, Mad, Mad, Mad World",7,140,"Crime","United Artists","United States of America","Spencer Tracy","Milton Berle"
"3150",3150,12899867,219,"es",19.747809,"2006-03-16",85582407,"Volver",7.3,406,"Romance","El Deseo","Spain","Penélope Cruz","Carmen Maura"
"3151",3151,9300000,11827,"en",12.928269,"1981-08-07",0,"Heavy Metal",6.2,148,"Science Fiction","Canadian Film Development Corporation (CFDC)","Canada","Rodger Bumpass","Jackie Burroughs"
"3152",3152,1e+07,22820,"en",3.193777,"2009-09-30",0,"Gentlemen Broncos",6.2,51,"Thriller",NA,"United States of America","Michael Angarano","Sam Rockwell"
"3153",3153,0,31174,"en",5.107235,"1995-12-29",0,"Richard III",6.9,49,"War","Mayfair Entertainment International","United States of America","Ian McKellen","Annette Bening"
"3154",3154,1e+07,244316,"en",10.073144,"2015-02-27",0,"Into the Grizzly Maze",5.1,74,"Thriller","Purple Pictures","United States of America","James Marsden","Thomas Jane"
"3155",3155,0,37737,"en",4.807549,"2010-05-21",0,"Kites",6,40,"Romance","Bollywood Hollywood Production","India","Hrithik Roshan","Bárbara Mori"
"3156",3156,7400000,62215,"da",36.173598,"2011-05-26",21817298,"Melancholia",7,885,"Science Fiction","Zentropa International Sweden","Sweden","Kirsten Dunst","Charlotte Gainsbourg"
"3157",3157,0,66125,"en",5.499412,"2011-08-04",0,"Red Dog",7.1,83,"Family","Woss Group Film Productions","Australia","Josh Lucas","Rachael Taylor"
"3158",3158,0,132316,"hi",5.900535,"2012-11-13",0,"Jab Tak Hai Jaan",7.3,66,"Romance","Yash Raj Films","India","Shah Rukh Khan","Katrina Kaif"
"3159",3159,1.1e+07,348,"en",67.3859622,"1979-05-25",104931801,"Alien",7.9,3040.9,"Thriller","Twentieth Century Fox Film Corporation","United States of America","Tom Skerritt","Sigourney Weaver"
"3160",3160,85000,30497,"en",29.262427,"1974-10-01",30859000,"The Texas Chain Saw Massacre",7.2,590,"Horror","Vortex","United States of America","Marilyn Burns","Allen Danziger"
"3161",3161,1e+07,27586,"en",17.611971,"2010-03-19",2995811,"The Runaways",6.3,254,"Music","Road Rebel","United States of America","Dakota Fanning","Kristen Stewart"
"3162",3162,9e+06,14811,"en",7.623979,"1971-11-03",83304330,"Fiddler on the Roof",7.4,134,"Romance","United Artists","United States of America","Chaim Topol","Norma Crane"
"3163",3163,5500000,660,"en",31.036,"1965-12-16",141195658,"Thunderball",6.5,562,"Thriller","Metro-Goldwyn-Mayer (MGM)","United States of America","Sean Connery","Claudine Auger"
"3164",3164,1e+07,68684,"en",10.424596,"2011-03-16",0,"Detention",5.7,129,"Science Fiction","Detention Films","United States of America","Shanley Caswell","Josh Hutcherson"
"3165",3165,7e+06,40794,"it",7.720692,"2010-02-12",8220215,"Loose Cannons",7,118,"Romance","Fandango","Italy","Nicole Grimaudo","Riccardo Scamarcio"
"3166",3166,9e+06,9400,"en",6.717994,"1996-11-06",41590886,"Set It Off",6.9,66,"Drama","New Line Cinema","United States of America","Jada Pinkett Smith","Queen Latifah"
"3167",3167,9e+06,16162,"en",3.951041,"1999-10-22",34573780,"The Best Man",6.8,38,"Drama","Universal Pictures","United States of America","Nia Long","Morris Chestnut"
"3168",3168,9e+06,10585,"en",27.600843,"1988-11-08",44196684,"Child's Play",6.3,581,"Thriller","United Artists","United States of America","Catherine Hicks","Chris Sarandon"
"3169",3169,9e+06,2359,"en",14.098952,"2007-05-18",24538513,"Sicko",7.3,235,"Documentary","The Weinstein Company","United States of America","Michael Moore","George W. Bush"
"3170",3170,9e+06,238636,"en",67.3859622,"2014-07-17",108782847,"The Purge: Anarchy",6.6,3040.9,"Thriller","Why Not Productions","United States of America","Frank Grillo","Carmen Ejogo"
